Employee Number,Title,First Forname,Surname,Starting Original Date,Emp End Date,SSP Payment,SSP Contra Payment,SMP Payment,OMP Payment,SMP Recovery,CHILDCARE-NEW,BASIC PAY,Qty1,Net1,Tax1,Qty2,Net2,Tax2,Divisor,Pensionable Pay Offset,BASIC ARREARS,BASIC ARR - NP,PDI,CSP-BASIC ADJ,HOLIDAY PAY,O/T @ 1,O/T @ 1.5,OVERTIME CASH,SHIFT ALLW,ACTING ALLW,WEIGHTING,SUPPLEMENT,BONUS,U/P LEAVE,PENSION REFUND,REFER A FRIEND,INCENTIVE,COMMISSION,PILON-T,EX-GRATIA-N,EX-GRATIA-T,SIGNING FEE,TOP UP - OTHER,TOP UP - HOLIDAY,TOP UP - BANK HOLIDAY,Den 1 - EE,Den 1 - PAR,Den 1 - SP,Den 1 - FAM,Den 3 - EE,Den 3 - PAR,Den 3 - FAM,Den 6 - EE,Den 6 - PAR,,Choose IPad,Choose TV,Choose Mobiles - TopUp,Gym Flex,CHOOSECHILDCARE,CHOOSEBIKES,CHOOSEHEALTH,Smart Pension,SMART AVC %,SMART AVC £,WPR Sal Sac,Sal Sac,,Tax Paid,NI Contracted In,NI Pensioner Contracted In,Student Loan,Pension 1,VC %,VC Cash,WPR Non Sal Sacrifice,Entitled Workers Sal Sac,Entitled Workers Non Sal Sac,PRIORITY1,CSA1-PRE 04/03,CSA-POST 04/03,CSA-POST 04/03,CSA-POST 04/03,COUNCIL TAX > 07,COUNC TAX2 >07,NON PRIORITY1,A E O FINES,EAS 3 - POST 04/10,GAYE,CHOOSECHILDCARE,CHOOSEVOUCHERS,CHOOSETRAVEL,ADVANCE,LOAN,OVERPAYMENTS,SAYE 2009,SAYE 2010,SAYE 2011,SAYE 2012 3 Yr,SAYE 2012 5Yr,SAYE 2013 3 Yr,SAYE 2013 5Yr,GYM SUBS,MONIES REC,CAR FINES,Healthcare Gold - Single,Healthcare Gold - SPF,Healthcare Gold - Partner,Healthcare Gold - Family,,Net Pay (Total)
142522,MR,First Name 142522,Last Name 142522,27/07/2009,,0,0,0,0,0,0,1268.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843.18,0,0,0,0,0,373.5,0,0,0,0,0,0,0,0,0,0,1995.08,0,0,0,0,0,0,0,-31.14,0,0,0,0,-31.14,259.6,214.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474.52,1979.52
142600,MR,First Name 142600,Last Name 142600,17/08/2009,,0,0,0,0,0,0,1225.58,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,86.67,0,0,0,0,0,0,44.1,0,0,0,0,0,329.32,0,0,0,0,0,0,0,0,0,0,1195.57,0,0,0,0,0,0,0,0,0,0,-14.71,0,-14.71,190,120.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.95,1360.01
142602,MR,First Name 142602,Last Name 142602,11/08/2009,,0,0,0,0,0,0,1225.58,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,417.22,0,0,0,0,86.67,0,0,0,0,0,0,0,0,0,0,0,0,536.94,18.62,0,0,0,0,0,0,0,0,0,1794.93,0,0,0,0,0,0,0,-29.42,0,0,0,0,-29.42,299.2,191.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490.31,1765.3
142605,MR,First Name 142605,Last Name 142605,27/07/2009,,262.65,-262.65,0,0,0,0,1225.58,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,1599.3,0,0,0,0,0,297.2,44.38,0,0,0,0,0,0,0,0,0,2914.7,-47.65,0,0,0,0,0,0,-29.42,0,0,0,0,-77.07,508.4,319.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828.17,2499.56
142609,MR,First Name 142609,Last Name 142609,20/07/2009,15/08/2014,0,0,0,0,0,0,0,3,90,10,2,90,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.55,0,0,0,0,0,484.35,0,0,0,0,0,0,0,0,0,0,547.9,0,0,0,0,0,0,0,0,0,0,0,0,0,109.4,47.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.79,391.11
142672,MR,First Name 142672,Last Name 142672,25/07/2009,,0,0,0,0,0,0,1268.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,102.48,0,0,0,0,0,238.34,0,0,0,0,0,984.36,0,0,0,0,18.96,0,0,0,0,0,0,0,0,0,0,0,2122.54,-54.98,0,0,0,0,0,0,0,0,0,-15.57,0,-70.55,370.2,225.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595.69,1946.4
142734,MR,First Name 142734,Last Name 142734,27/07/2009,,87.55,-87.55,0,0,0,0,1268.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,86.67,238.34,0,0,0,0,0,3.9,0,0,0,0,0,85.31,0,0,0,0,0,0,0,0,0,0,1192.62,-47.65,0,0,0,0,0,0,0,0,0,-15.57,0,-63.22,166.6,114.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.38,1338.12
142735,MR,First Name 142735,Last Name 142735,27/07/2009,,0,0,0,0,0,0,1207.5,3,90,10,2,90,10,2,-490.1,449.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.72,0,0,0,0,17.06,444.16,23.36,0,0,0,0,0,0,0,0,0,2217.82,-35.91,-65.25,0,0,0,0,0,0,0,0,-23.33,0,-124.49,370.2,230.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899.77,1683.66
142759,MR,First Name 142759,Last Name 142759,11/06/2012,,0,0,0,0,0,0,1249.75,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,995.72,0,0,0,0,14.16,179.89,0,0,0,0,0,0,0,0,0,0,2187.76,0,0,0,0,0,0,0,-30.39,0,0,0,0,-30.39,380.6,238.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.74,2028.73
142774,MR,First Name 142774,Last Name 142774,07/08/2009,,0,0,0,0,0,0,1184.17,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,86.67,238.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019.08,0,0,0,0,0,0,0,0,0,0,-13.88,0,-13.88,139.6,99.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.48,1255.82
142859,MR,First Name 142859,Last Name 142859,10/08/2009,,0,0,0,0,0,0,1311.58,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,3853.66,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,4913.6,0,0,0,0,0,0,0,-32.86,0,-50,0,0,-82.86,1263.71,375.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1244,0,0,0,0,0,50,0,100,0,0,0,0,0,0,0,545.47,4775.37
143273,MR,First Name 143273,Last Name 143273,01/07/2013,,0,0,0,0,0,0,1426.08,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6105.12,0,0,0,0,179.68,452.26,0,0,0,0,0,0,0,0,0,0,7673.04,0,0,0,0,0,0,0,0,0,0,-28.08,0,-28.08,2354.11,432.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786.15,5348.91
143313,MR,First Name 143313,Last Name 143313,07/09/2009,,0,0,0,0,0,0,1293.25,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.33,0,0,0,0,0,1333.15,0,0,0,0,0.28,783.1,56.3,0,0,0,0,0,0,0,0,0,3214.31,-35.91,0,0,0,0,0,0,-32.13,0,-50,0,0,-118.04,576.2,341.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1117.27,2469.1
143329,MR,First Name 143329,Last Name 143329,14/09/2009,,0,0,0,0,0,0,1225.58,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,2242.92,0,0,0,0,0,0,51.66,0,0,0,0,0,0,0,0,0,3268.4,0,0,0,0,0,0,0,-29.42,0,0,0,0,-29.42,573.8,343.92,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,1092.72,2636.36
143330,MR,First Name 143330,Last Name 143330,21/09/2009,,0,0,0,0,0,-100,947.33,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,190.67,0,0,0,0,0,1542.24,0,0,0,0,0,0,40.68,0,0,0,0,0,0,0,0,0,2130.82,0,0,0,0,0,0,0,-18.29,-18.29,0,0,0,-36.58,350,230.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.56,2003.78
143373,MR,First Name 143373,Last Name 143373,14/09/2009,,0,0,0,0,0,0,1299.25,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,118.74,0,0,0,0,0,238.34,0,0,0,0,0,1549.8,0,0,0,0,0,201.69,0,0,0,0,0,0,0,0,0,0,2917.72,0,0,0,0,0,0,0,0,0,0,-16.18,0,-16.18,530.2,327.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,1107.64,2284
143491,MR,First Name 143491,Last Name 143491,28/09/2009,,0,0,0,0,0,0,1280.75,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267.64,0,0,0,0,0,0,52.53,0,0,0,0,0,0,0,0,0,2110.82,0,0,0,0,0,0,0,0,0,0,-15.81,0,-15.81,365.2,230.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,845.85,1739.26
143553,MR,First Name 143553,Last Name 143553,21/09/2009,,0,0,0,0,0,0,1293.08,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.64,0,0,0,0,36.72,0,71.39,0,0,0,0,0,0,0,0,0,3791.73,0,0,0,0,0,0,0,-32.12,0,0,0,0,-32.12,701.6,354.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,1305.93,2943.78
143563,MR,First Name 143563,Last Name 143563,28/09/2009,,0,0,0,0,0,0,1268.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690.56,0,0,0,0,53.91,0,66.13,0,0,0,0,0,0,0,0,0,3589,0,0,0,0,0,0,0,0,0,0,-15.57,0,-15.57,646,350.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996.61,3066.92
143569,MR,First Name 143569,Last Name 143569,12/10/2009,,0,0,0,0,0,0,473.67,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,971.3,0,0,0,0,34.67,0,0,0,0,0,0,1099.54,0,0,0,0,0,384.23,101.5,0,0,0,0,0,0,0,0,0,2574.81,0,0,0,0,0,0,0,0,0,0,0,0,0,464.6,288.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752.83,2312.08
143592,MR,First Name 143592,Last Name 143592,30/09/2009,,0,0,0,0,0,0,1207.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,222.96,0,0,0,275,86.67,0,0,0,0,0,0,2075.4,0,0,0,0,149.73,165.98,159.71,0,0,0,0,0,0,0,0,0,3852.85,0,0,0,0,0,0,0,0,0,0,-14.35,0,-14.35,866.51,355.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381.92,2946.68
143681,MR,First Name 143681,Last Name 143681,05/10/2009,,0,0,0,0,0,0,1268.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,1599.66,0,0,0,0,41.77,89.66,57.85,0,0,0,0,0,0,0,0,0,2805.68,0,0,0,0,0,0,0,-31.14,0,0,0,0,-31.14,468.91,312.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,881.11,2383.53
143692,MR,First Name 143692,Last Name 143692,28/09/2009,,0,0,0,0,0,0,1024.67,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120.63,0,0,0,0,77.6,0,0,0,0,0,0,0,0,0,0,0,1732.8,0,0,0,0,0,0,0,0,0,0,-16.04,0,-16.04,171.4,185.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,373.32,1833.54
143809,MISS,First Name 143809,Last Name 143809,13/10/2009,,0,0,0,0,0,0,1293.08,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,606.2,0,0,0,0,9.55,117.48,17.73,0,0,0,0,0,0,0,-31.7,0,1760.58,-54.98,-56.24,0,0,0,0,0,-32.12,0,0,0,0,-143.34,303.2,173.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.52,1630.82
143821,MRS,First Name 143821,Last Name 143821,28/05/2012,,0,0,0,0,0,0,499.92,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,40.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.71,0,-56.24,0,0,0,0,0,0,0,0,0,0,-56.24,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.63,468.94
143846,MR,First Name 143846,Last Name 143846,21/10/2009,,0,0,0,0,0,0,1225.58,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,2087.58,0,0,0,0,424.95,229.49,0,0,0,0,0,0,0,0,0,0,3715.84,-39.1,0,0,0,0,0,0,-29.42,0,0,0,0,-68.52,672.4,352.09,0,0,0,73.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098.04,3039.38
143886,MR,First Name 143886,Last Name 143886,26/10/2009,,0,0,0,0,0,0,1268.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055.66,0,0,0,0,0,0,0,0,0,0,-15.57,0,-15.57,56.6,104.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.66,1182.53
143925,MR,First Name 143925,Last Name 143925,27/10/2009,,0,0,0,0,0,0,1280.75,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,2386.5,0,0,0,0,33.16,15.24,0,0,0,0,0,0,0,0,0,0,3463.89,0,0,0,0,0,0,0,-23.72,-23.72,0,0,0,-47.44,633,347.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980.47,2926.08
143972,MR,First Name 143972,Last Name 143972,22/10/2009,,0,0,0,0,0,0,1268.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,86.67,0,0,0,0,0,0,1529.67,0,0,0,0,0,177.65,57.87,0,0,0,0,0,0,0,0,0,2630.26,0,0,0,0,0,0,0,-31.14,0,0,0,0,-31.14,458.6,291.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.75,2339.47
143977,MR,First Name 143977,Last Name 143977,28/09/2009,,52.53,-52.53,0,0,0,0,1280.67,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,86.67,0,0,0,0,0,0,39.84,0,0,0,0,76.71,213.95,32.06,0,0,0,0,0,0,0,0,0,1239.8,0,0,0,0,0,0,0,-31.62,0,0,0,0,-31.62,191.4,124.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.63,1382.65
143980,MISS,First Name 143980,Last Name 143980,02/11/2009,,0,0,0,0,0,0,1268.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676.2,0,0,0,0,8.08,22,14.36,0,0,0,0,0,0,0,0,0,1499.04,0,0,0,0,0,0,0,0,0,0,-15.57,0,-15.57,293.8,157.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.07,1522.5
143996,MR,First Name 143996,Last Name 143996,20/10/2009,,0,0,0,0,0,0,1268.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,1622.88,0,0,0,0,85.32,100.81,79.47,0,0,0,0,0,0,0,0,0,2905.22,0,0,0,0,0,0,0,-31.14,0,0,0,0,-31.14,520.8,324.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844.94,2519.24
144015,MR,First Name 144015,Last Name 144015,21/10/2009,,0,0,0,0,0,0,1184.17,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,1351.5,0,0,0,0,18.37,226.44,0,0,0,0,0,0,0,0,0,0,2528.72,-35.91,0,0,0,0,0,0,-27.76,0,0,0,0,-63.67,449,275.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,749.06,2206.09
144086,MR,First Name 144086,Last Name 144086,26/10/2009,,0,0,0,0,0,0,1280.67,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,781.2,0,0,0,0,9.3,18.59,16.36,0,0,0,0,0,0,0,0,0,1854.36,0,0,0,0,0,0,0,0,0,0,-15.81,0,-15.81,306.4,199.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,536.28,1792.37
144088,MRS,First Name 144088,Last Name 144088,12/10/2009,,0,0,0,0,0,0,1225.58,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115.65,0,0,0,0,45.91,0,0,0,0,0,0,0,0,0,0,0,1897.04,0,0,0,0,0,0,0,0,0,0,-14.71,0,-14.71,255.2,205.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.33,1912.1
144154,MR,First Name 144154,Last Name 144154,19/10/2009,,0,0,0,0,0,0,1268.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,117.1,0,0,0,0,0,0,0,0,0,0,0,1280.15,0,0,0,0,8.36,109.98,41.09,0,0,0,0,0,0,0,0,0,2335.08,0,0,0,0,0,0,0,0,0,0,-15.57,0,-15.57,580.6,257.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838.19,1971.42
144170,MR,First Name 144170,Last Name 144170,23/11/2009,,0,0,0,0,0,0,1527.67,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,705.1,0,0,0,0,0,0,0,0,0,0,0,1631.64,0,0,0,0,58.4,0,51.1,0,0,0,0,0,0,0,0,0,3483.81,0,0,0,0,0,0,0,-41.5,0,0,0,0,-41.5,726.8,347.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,75,0,0,0,0,0,0,0,0,0,1199.79,2732.62
144172,MR,First Name 144172,Last Name 144172,19/10/2009,,0,0,0,0,0,0,761.08,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,175.64,0,0,0,0,0,238.34,0,0,0,0,0,2674.38,0,0,0,0,0,70.69,70.4,0,0,0,0,0,0,0,0,0,3500.43,0,0,0,0,0,0,0,0,0,0,0,0,0,805.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805.2,3185.33
144177,MR,First Name 144177,Last Name 144177,10/10/2009,,0,0,0,0,0,0,507.42,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,34.67,0,0,0,0,0,0,726.84,0,0,0,0,0,74.07,0,0,0,0,0,0,0,0,0,0,852.9,0,0,0,0,0,0,0,0,0,0,0,0,0,120.4,81.6,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.35,1140.65
144292,MR,First Name 144292,Last Name 144292,16/11/2009,,0,0,0,0,0,-124,2652.17,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,1273.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3311.11,0,0,0,0,0,0,0,-86.48,0,0,0,0,-86.48,765.31,343.63,0,0,0,194.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,50,0,100,0,0,0,0,0,0,0,1553.53,2161.2
144294,MR,First Name 144294,Last Name 144294,09/11/2009,,0,0,0,0,0,0,966,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972.8,0,0,0,0,0,0,65.12,0,0,0,0,0,0,0,0,0,2513.82,0,0,0,0,0,-58.33,0,0,0,0,0,0,-58.33,427.8,273.91,0,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786.23,2159.36
144362,MR,First Name 144362,Last Name 144362,03/11/2009,,0,0,0,0,0,0,1184.17,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,166.35,0,0,0,0,21.36,115.34,0,0,0,0,0,0,0,0,0,0,1235.46,-41.78,-84,0,0,0,0,0,-27.76,0,0,0,0,-153.54,177.4,109.08,0,0,0,69.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83,376.72,1195.3
144367,MR,First Name 144367,Last Name 144367,29/10/2009,,0,0,0,0,0,0,490.25,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,34.67,0,0,0,0,0,0,317.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.27,-47.65,0,0,0,0,0,0,0,0,0,0,0,-47.65,0,15.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.81,778.91
144391,MR,First Name 144391,Last Name 144391,04/11/2009,,0,0,0,0,0,0,1280.75,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.33,0,0,0,0,0,2187.09,0,0,0,0,0,0,68.3,0,0,0,0,0,0,0,0,0,3284.37,-38.74,0,0,0,0,0,0,0,0,0,-15.81,0,-54.55,585,343.74,0,0,0,0,0,0,0,0,0,312.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.78,2479.14
144412,MISS,First Name 144412,Last Name 144412,16/11/2009,,0,0,690.9,1076.1,0,0,0,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684.06,0,0,0,0,0,0,0,-51.08,0,0,0,0,-51.08,-117.49,175.21,0,0,0,255.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,200,0,0,0,0,0,0,0,20.83,583.93,1539.15
144431,MR,First Name 144431,Last Name 144431,23/11/2009,,0,0,0,0,0,0,1225.58,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,1238.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2212.22,-35.91,0,0,0,0,0,0,-22.06,-14.71,0,0,0,-72.68,381,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,2012.64
144444,MR,First Name 144444,Last Name 144444,27/11/2009,,52.53,-52.53,0,0,0,0,1280.67,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,86.67,0,0,0,0,0,0,4102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4979.24,0,0,0,0,0,0,0,0,0,0,-15.81,0,-15.81,942.4,378.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320.81,4132.72
